Sl No.,Bank Name,Branch Name,Routing No.,Dist. Name
4759,JANATA BANK PLC,HALUAGHAT,135611151,MYMENSINGH
4760,JANATA BANK PLC,HAMIDPUR,135931099,TANGAIL
4761,JANATA BANK PLC,HAPANIA,135640643,NAOGAON
4762,JANATA BANK PLC,HARAGACHA,135850675,RANGPUR
4763,JANATA BANK PLC,HARAGRAM,135810736,RAJSHAHI
4764,JANATA BANK PLC,HARINAKUNDA,135440498,JHENAIDAH
4765,JANATA BANK PLC,HASHADAH,135180466,CHUADANGA
4766,JANATA BANK PLC,HASNABAD,135680524,NARSHINGDI
4767,JANATA BANK PLC,HAT LAXMIPUR,135320613,GAIBANDHA
4768,JANATA BANK PLC,HATFAZILPUR,135440522,JHENAIDAH
4769,JANATA BANK PLC,HATGANGPARA,135810794,RAJSHAHI
4770,JANATA BANK PLC,HATHAZARI,135153222,CHITTAGONG
4771,JANATA BANK PLC,HATIANDAH,135690619,NATORE
4772,JANATA BANK PLC,HATIBANDA,135520400,LALMONIRHAT
4773,JANATA BANK PLC,HATIKUMRUL,135880911,SIRAJGANJ
4774,JANATA BANK PLC,HATIRDIA BAZAR,135680582,NARSHINGDI
4775,JANATA BANK PLC,HATKHOLA ROAD(LADIES),135272624,DHAKA-SOUTH
4776,JANATA BANK PLC,HAZARIBAGH,135261969,DHAKA-NORTH
4777,JANATA BANK PLC,HAZI MOHSIN ROAD,135470976,KHULNA
4778,JANATA BANK PLC,HAZIR BAZAR,135300709,FENI
4779,JANATA BANK PLC,HEAD OFFICE,135272682,DHAKA-SOUTH
4780,JANATA BANK PLC,HELATALA ROAD,135471009,KHULNA
4781,JANATA BANK PLC,HETEMKHAN,135810828,RAJSHAHI
4782,JANATA BANK PLC,HILI STHALA BANELAR,135282027,DINAJPUR
4783,JANATA BANK PLC,HOMNA,135192238,COMILLA
4784,JANATA BANK PLC,ICMH,135272774,DHAKA-SOUTH
4785,JANATA BANK PLC,IMAMGANJ CORPORATE,135272837,DHAKA-SOUTH
4786,JANATA BANK PLC,ISHWARDI,135761214,PABNA
4787,JANATA BANK PLC,ISLAMPUR,135390764,JAMALPUR
4788,JANATA BANK PLC,ISLAMPUR ROAD,135273010,DHAKA-SOUTH
4789,JANATA BANK PLC,ITNA,135480432,KISHOREGANJ
4790,JANATA BANK PLC,IWTA,135273078,DHAKA-SOUTH
4791,JANATA BANK PLC,JAFARGANJ,135192320,COMILLA
4792,JANATA BANK PLC,JAGANNATHPUR,135900491,SUNAMGANJ
4793,JANATA BANK PLC,JAIFAR NAGAR,135580640,MOULVI BAZAR
4794,JANATA BANK PLC,JALDHAKA,135730461,NILPHAMARI
4795,JANATA BANK PLC,JALIL NAGAR,135153556,CHITTAGONG
4796,JANATA BANK PLC,JALKURI,135670684,NARAYANGANJ
4797,JANATA BANK PLC,JAMALGANJ,135380374,JOYPURHAT
4798,JANATA BANK PLC,JAMALPUR(MAIN),135390919,JAMALPUR
4799,JANATA BANK PLC,JAMTAIL BAZAR,135880566,SIRAJGANJ
4800,JANATA BANK PLC,JAMUNA FUTURE PARK,135260331,DHAKA-NORTH
4801,JANATA BANK PLC,JAMUNA SARKARKHANA,135391000,JAMALPUR
4802,JANATA BANK PLC,JANATA BHABAN CORPORATE,135273131,DHAKA-SOUTH
4803,JANATA BANK PLC,JAOWA BAZAR,135900554,SUNAMGANJ
4804,JANATA BANK PLC,JARIA JHANJAIL,135720284,NETROKONA
4805,JANATA BANK PLC,JHAGGRARCHAR BAZAR,135391039,JAMALPUR
4806,JANATA BANK PLC,JHALOKATI,135420313,JHALOKATHI
4807,JANATA BANK PLC,JHENAIDAH,135440643,JHENAIDAH
4808,JANATA BANK PLC,JHENAIGATI,135890169,SHERPUR
4809,JANATA BANK PLC,JHIKARGACHA,135411098,JESSORE
4810,JANATA BANK PLC,JIBAN NAGAR,135180587,CHUADANGA
4811,JANATA BANK PLC,JONAIL,135690677,NATORE
4812,JANATA BANK PLC,JORADAH,135440706,JHENAIDAH
4813,JANATA BANK PLC,JORARGANJ,135153619,CHITTAGONG
4814,JANATA BANK PLC,JOSHAR BAZAR,135680616,NARSHINGDI
4815,JANATA BANK PLC,JOTEBAZAR,135640764,NAOGAON
4816,JANATA BANK PLC,JOYNAGAR,135720376,NETROKONA
4817,JANATA BANK PLC,JOYPURHAT,135380408,JOYPURHAT
4818,JANATA BANK PLC,JUBILEE ROAD,135153648,CHITTAGONG
4819,JANATA BANK PLC,JURAIN,135273315,DHAKA-SOUTH
4820,JANATA BANK PLC,JURI,135580679,MOULVI BAZAR
4821,JANATA BANK PLC,K.D.A. BUILDING,135471188,KHULNA
4822,JANATA BANK PLC,K.U.E.T.,135471241,KHULNA
4823,JANATA BANK PLC,KABIRAJ HAT,135281031,DINAJPUR
4824,JANATA BANK PLC,KACHHIKATA,135690701,NATORE
4825,JANATA BANK PLC,KACHUA,135130911,CHANDPUR
4826,JANATA BANK PLC,KADAMTALI,135153730,CHITTAGONG
4827,JANATA BANK PLC,KADIRGANJ,135810910,RAJSHAHI
4828,JANATA BANK PLC,KAIJURIHAT,135880979,SIRAJGANJ
4829,JANATA BANK PLC,KAIMARI,135730524,NILPHAMARI
4830,JANATA BANK PLC,KAKANHAT,135810949,RAJSHAHI
4831,JANATA BANK PLC,KAKARDHA,135067776,BARISHAL
4832,JANATA BANK PLC,KALAM,135690798,NATORE
4833,JANATA BANK PLC,KALAMIRDHA,135290851,FARIDPUR
4834,JANATA BANK PLC,KALASHKATI,135061064,BARISHAL
4835,JANATA BANK PLC,KALIAKOIR,135330795,GAZIPUR
4836,JANATA BANK PLC,KALIBARI BAZAR,135911969,SYLHET
4837,JANATA BANK PLC,KALIGANJ,135440793,JHENAIDAH
4838,JANATA BANK PLC,KALIGANJ,135870613,SATKHIRA
4839,JANATA BANK PLC,KALIGANJ,135520439,LALMONIRHAT
4840,JANATA BANK PLC,KALIPUR BAZAR,135130979,CHANDPUR
4841,JANATA BANK PLC,KALIR BAZAR,135670734,NARAYANGANJ
4842,JANATA BANK PLC,KALIR BAZAR,135320055,GAIBANDHA
4843,JANATA BANK PLC,KALKINI,135540280,MADARIPUR
4844,JANATA BANK PLC,KALURGHAT,135153914,CHITTAGONG
4845,JANATA BANK PLC,KAMAL ATATURK AVENUE CORP.,135262500,DHAKA-NORTH
4846,JANATA BANK PLC,KAMALA GHAT,135590735,MUNSHIGANJ
4847,JANATA BANK PLC,KAMALAPUR BAZAR,135273528,DHAKA-SOUTH
4848,JANATA BANK PLC,KAMALLA,135192470,COMILLA
4849,JANATA BANK PLC,KAMAR ALI BAZAR,135154005,CHITTAGONG
4850,JANATA BANK PLC,KAMARER CHAR,135890222,SHERPUR
4851,JANATA BANK PLC,KANAIGHAT,135912089,SYLHET
4852,JANATA BANK PLC,KANDIRPAR,135192504,COMILLA
4853,JANATA BANK PLC,KANSAT,135700525,NAWABGANJ
4854,JANATA BANK PLC,KAPASHDANGA,135180679,CHUADANGA
4855,JANATA BANK PLC,KAPILMUNI BAZAR,135471304,KHULNA
4856,JANATA BANK PLC,KAPTAI,135840285,RANGAMATI
4857,JANATA BANK PLC,KAPTAN BAZAR,135273610,DHAKA-SOUTH
4858,JANATA BANK PLC,KARERHAT,135154063,CHITTAGONG
4859,JANATA BANK PLC,KARWAN BAZAR CORPORATE,135262568,DHAKA-NORTH
4860,JANATA BANK PLC,KASBA,135121038,BRAHMANBARIA
4861,JANATA BANK PLC,KASHINATHPUR,135761335,PABNA
4862,JANATA BANK PLC,KASHIPUR,135061930,BARISHAL
4863,JANATA BANK PLC,KATAKHALI BAZAR,135811069,RAJSHAHI
4864,JANATA BANK PLC,KATALTALI,135840319,RANGAMATI
4865,JANATA BANK PLC,KATCHPUR,135670826,NARAYANGANJ
4866,JANATA BANK PLC,KATGHAR,135154092,CHITTAGONG
4867,JANATA BANK PLC,KATIADI,135480582,KISHOREGANJ
4868,JANATA BANK PLC,KATKHAL,135480645,KISHOREGANJ
4869,JANATA BANK PLC,KATLAGARI BAZAR,135440919,JHENAIDAH
4870,JANATA BANK PLC,KATNERPARA,135101579,BOGRA
4871,JANATA BANK PLC,KAUNIA,135850767,RANGPUR
4872,JANATA BANK PLC,KAZIR BAZAR,135581128,MOULVI BAZAR
4873,JANATA BANK PLC,KAZIR DEWRI,135154155,CHITTAGONG
4874,JANATA BANK PLC,KAZIR MORH,135640827,NAOGAON
4875,JANATA BANK PLC,KAZITULA,135912171,SYLHET
4876,JANATA BANK PLC,KESHABPUR,135411214,JESSORE
4877,JANATA BANK PLC,KHAGRACHARI SADAR,135460102,KHAGRACHARI
4878,JANATA BANK PLC,KHALISHPUR,135471454,KHULNA
4879,JANATA BANK PLC,KHAMARPARA,135550467,MAGURA
4880,JANATA BANK PLC,KHAN JAHAN ALI ROAD,135471483,KHULNA
4881,JANATA BANK PLC,KHAN-A-SABUR ROAD,135471517,KHULNA
4882,JANATA BANK PLC,KHANKHANAPUR,135820434,RAJBARI
4883,JANATA BANK PLC,KHATUNGANJ CORPORATE,135154300,CHITTAGONG
4884,JANATA BANK PLC,KHAZANAGAR,135500804,KUSHTIA
4885,JANATA BANK PLC,KHEPUPARA,135780761,PATUAKHALI
4886,JANATA BANK PLC,KHILGAON ROAD,135273678,DHAKA-SOUTH
4887,JANATA BANK PLC,KHILPARA,135751453,NOAKHALI
4888,JANATA BANK PLC,KHOKSA,135500820,KUSHTIA
4889,JANATA BANK PLC,KHUKIN,135881273,SIRAJGANJ
4890,JANATA BANK PLC,KHULNA CANTONMENT,135471575,KHULNA
4891,JANATA BANK PLC,KHULNHA CORPORATE,135471759,KHULNA
4892,JANATA BANK PLC,KISHOREGANJ(MAIN),135480708,KISHOREGANJ
4893,JANATA BANK PLC,KODIMDHOLLA,135931431,TANGAIL
4894,JANATA BANK PLC,KOTALIPARA,135350670,GOPALGANJ
4895,JANATA BANK PLC,KOTCHANDPUR,135441000,JHENAIDAH
4896,JANATA BANK PLC,KOWRIKHARA,135790469,PIROJPUR
4897,JANATA BANK PLC,KRISNA NAGAR,135120734,BRAHMANBARIA
4898,JANATA BANK PLC,KULAURA,135580945,MOULVI BAZAR
4899,JANATA BANK PLC,KULIAR CHAR,135480737,KISHOREGANJ
4900,JANATA BANK PLC,KUMARGAON,135912355,SYLHET
4901,JANATA BANK PLC,KUMARKHALI,135500888,KUSHTIA
4902,JANATA BANK PLC,KUMIRA,135154450,CHITTAGONG
4903,JANATA BANK PLC,KUNDAGRAM,135101661,BOGRA
4904,JANATA BANK PLC,KUNJERHAT,135090648,BHOLA
4905,JANATA BANK PLC,KURIGRAM,135490406,KURIGRAM
4906,JANATA BANK PLC,KUSHTIA COPPORATE,135500970,KUSHTIA
4907,JANATA BANK PLC,KUTI,135121067,BRAHMANBARIA
4908,JANATA BANK PLC,KUTUBDIA,135220676,COXS BAZAR
4909,JANATA BANK PLC,LADIES,135154489,CHITTAGONG
4910,JANATA BANK PLC,LADIES,135611427,MYMENSINGH
4911,JANATA BANK PLC,LADIES,135411335,JESSORE
4912,JANATA BANK PLC,LAHIRIHAT,135940619,THAKURGAON
4913,JANATA BANK PLC,LAKSAM,135192717,COMILLA
4914,JANATA BANK PLC,LAKSHMIPUR(MAIN),135510760,LAKSHMIPUR
4915,JANATA BANK PLC,LALBAGH BAZAR,135850888,RANGPUR
4916,JANATA BANK PLC,LALDIGHI EAST,135154542,CHITTAGONG
4917,JANATA BANK PLC,LALMOHAN,135090701,BHOLA
4918,JANATA BANK PLC,LALMONIRHAT,135520468,LALMONIRHAT
4919,JANATA BANK PLC,LAMA,135030190,BANDARBAN
4920,JANATA BANK PLC,LANGAL BANDHA,135670918,NARAYANGANJ
4921,JANATA BANK PLC,LANGALBANDH,135550520,MAGURA
4922,JANATA BANK PLC,LAXMI BAZAR,135273852,DHAKA-SOUTH
4923,JANATA BANK PLC,LAXMIPUR,135811180,RAJSHAHI
4924,JANATA BANK PLC,LOCAL OFFICE,135273881,DHAKA-SOUTH
4925,JANATA BANK PLC,LOHA GARA,135154663,CHITTAGONG
4926,JANATA BANK PLC,LOHAGARA,135650462,NARAIL
4927,JANATA BANK PLC,LOKHPUR,135010828,BAGERHAT
4928,JANATA BANK PLC,LUXMIPUR BAZAR,135480795,KISHOREGANJ
4929,JANATA BANK PLC,M.K. ROAD CORPORATE,135411427,JESSORE
4930,JANATA BANK PLC,MADANGANJ,135670947,NARAYANGANJ
4931,JANATA BANK PLC,MADARGANJ,135850941,RANGPUR
4932,JANATA BANK PLC,MADARIPUR PURAN BAZAR,135540435,MADARIPUR
4933,JANATA BANK PLC,MADARIPUR(MAIN),135540464,MADARIPUR
4934,JANATA BANK PLC,MADH NAGAR,135690972,NATORE
4935,JANATA BANK PLC,MADHABPUR,135360886,HABIGANJ
4936,JANATA BANK PLC,MADHUIL,135640948,NAOGAON
4937,JANATA BANK PLC,MADHUPUR,135931486,TANGAIL
4938,JANATA BANK PLC,MAGURA(MAIN),135550588,MAGURA
4939,JANATA BANK PLC,MAHAKAL,135411456,JESSORE
4940,JANATA BANK PLC,MAHANGANJ,135720671,NETROKONA
4941,JANATA BANK PLC,MAIJDEE COURT,135751574,NOAKHALI
4942,JANATA BANK PLC,MAINPUR BAZAR,135120150,BRAHMANBARIA
4943,JANATA BANK PLC,MAIZ PARA,135650525,NARAIL
4944,JANATA BANK PLC,MANDA,135641000,NAOGAON
4945,JANATA BANK PLC,MANDARI BAZAR,135510823,LAKSHMIPUR
4946,JANATA BANK PLC,MANGALBARI,135641039,NAOGAON
4947,JANATA BANK PLC,MANIKGANJ,135560615,MANIKGANJ
4948,JANATA BANK PLC,MANIKHALI BAZAR,135480829,KISHOREGANJ
4949,JANATA BANK PLC,MARKULI,135360949,HABIGANJ
4950,JANATA BANK PLC,MASHUNDIA,135761485,PABNA
4951,JANATA BANK PLC,MASIMPUR,135881336,SIRAJGANJ
4952,JANATA BANK PLC,MATLAB,135131181,CHANDPUR
4953,JANATA BANK PLC,MEDICAL COLLEGE,135061330,BARISHAL
4954,JANATA BANK PLC,MEHERPUR(MAIN),135570434,MEHERPUR
4955,JANATA BANK PLC,MELANDAH,135391271,JAMALPUR
4956,JANATA BANK PLC,MHONGANJ,135811335,RAJSHAHI
4957,JANATA BANK PLC,MIMI SUPER MARKET,135154997,CHITTAGONG
4958,JANATA BANK PLC,MIRER DANGA,135471870,KHULNA
4959,JANATA BANK PLC,MIRGONJ BAZAR,135320947,GAIBANDHA
4960,JANATA BANK PLC,MIRPUR SECTION-1,135263109,DHAKA-NORTH
4961,JANATA BANK PLC,MIRPUR SECTION-10,135263138,DHAKA-NORTH
4962,JANATA BANK PLC,MIRSARAI,135155059,CHITTAGONG
4963,JANATA BANK PLC,MITAMAIN,135480940,KISHOREGANJ
4964,JANATA BANK PLC,MITFORD ROAD,135274127,DHAKA-SOUTH
4965,JANATA BANK PLC,MOGHBAZAR,135274185,DHAKA-SOUTH
4966,JANATA BANK PLC,MOGRA BAZAR,135121333,BRAHMANBARIA
4967,JANATA BANK PLC,MOHAKHALI CORPORATE,135263220,DHAKA-NORTH
4968,JANATA BANK PLC,MOHAMMADPUR,135550612,MAGURA
4969,JANATA BANK PLC,MOHAMMADPUR CORPORATE,135263341,DHAKA-NORTH
4970,JANATA BANK PLC,MOHAMMEDPUR,135155233,CHITTAGONG
4971,JANATA BANK PLC,MOHANPUR,135131307,CHANDPUR
4972,JANATA BANK PLC,MOHANPUR,135811393,RAJSHAHI
4973,JANATA BANK PLC,MOHANPUR BAZAR,135192988,COMILLA
4974,JANATA BANK PLC,MOHESHPUR,135441097,JHENAIDAH
4975,JANATA BANK PLC,MOHIPAL,135301061,FENI
4976,JANATA BANK PLC,MOHURIGANJ,135301090,FENI
4977,JANATA BANK PLC,MOKIM KATRA,135274219,DHAKA-SOUTH
4978,JANATA BANK PLC,MOLLIKPUR,135700675,NAWABGANJ
4979,JANATA BANK PLC,MONGLA PORT COMPOUND,135011001,BAGERHAT
4980,JANATA BANK PLC,MONIRAMPUR,135411519,JESSORE
4981,JANATA BANK PLC,MONMATHPUR,135281510,DINAJPUR
4982,JANATA BANK PLC,MONOHARDI,135680737,NARSHINGDI
4983,JANATA BANK PLC,MONTOLA,135361030,HABIGANJ
4984,JANATA BANK PLC,MORELGANJ,135011030,BAGERHAT
4985,JANATA BANK PLC,MOSTAFAPUR,135540556,MADARIPUR
4986,JANATA BANK PLC,MOTIGANJ,135301124,FENI
4987,JANATA BANK PLC,MOTIJHEEL CORPORATE,135274277,DHAKA-SOUTH
4988,JANATA BANK PLC,MOUCHAK MARKET,135274398,DHAKA-SOUTH
4989,JANATA BANK PLC,MOUCHAK SCOUT CAMP,135331099,GAZIPUR
4990,JANATA BANK PLC,MOUKHARA,135691005,NATORE
4991,JANATA BANK PLC,MOULAVI BAZAR(MAIN),135581210,MOULVI BAZAR
4992,JANATA BANK PLC,MUGDA PARA,135274451,DHAKA-SOUTH
4993,JANATA BANK PLC,MUKHI,135610123,MYMENSINGH
4994,JANATA BANK PLC,MUKSUDPUR,135350733,GOPALGANJ
4995,JANATA BANK PLC,MUKTAGACHA,135611698,MYMENSINGH
4996,JANATA BANK PLC,MULADI,135061219,BARISHAL
4997,JANATA BANK PLC,MUNICIPALITY,135761601,PABNA
4998,JANATA BANK PLC,MUNSHIGANJ,135591039,MUNSHIGANJ
4999,JANATA BANK PLC,MUNSHIR HAT,135611722,MYMENSINGH
5000,JANATA BANK PLC,MUNSHIR HAT,135090914,BHOLA
5001,JANATA BANK PLC,MUNSHIRHAT,135301153,FENI
5002,JANATA BANK PLC,MURADPUR,135155325,CHITTAGONG
5003,JANATA BANK PLC,MURAPARA,135671120,NARAYANGANJ
5004,JANATA BANK PLC,MYMENSINGH CORPORATE,135611827,MYMENSINGH
5005,JANATA BANK PLC,NABIGANJ,135671159,NARAYANGANJ
5006,JANATA BANK PLC,NABIGANJ,135361098,HABIGANJ
5007,JANATA BANK PLC,NABINAGAR,135121362,BRAHMANBARIA
5008,JANATA BANK PLC,NACHOLE,135700738,NAWABGANJ
5009,JANATA BANK PLC,NAGAR BHABAN,135274572,DHAKA-SOUTH
5010,JANATA BANK PLC,NAGARPUR,135931699,TANGAIL
5011,JANATA BANK PLC,NAGESWARI,135490464,KURIGRAM
5012,JANATA BANK PLC,NAIKHANGCHARI,135030224,BANDARBAN
5013,JANATA BANK PLC,NAKOLE,135550670,MAGURA
5014,JANATA BANK PLC,NALDI,135650583,NARAIL
5015,JANATA BANK PLC,NALGHAR BAZAR,135193224,COMILLA
5016,JANATA BANK PLC,NALLAPARA BAZAR,135930182,TANGAIL
5017,JANATA BANK PLC,NANDAIL BAZAR,135611935,MYMENSINGH
5018,JANATA BANK PLC,NANDINA,135391305,JAMALPUR
5019,JANATA BANK PLC,NANGALKOT,135193253,COMILLA
5020,JANATA BANK PLC,NAOGAON(MAIN),135641213,NAOGAON
5021,JANATA BANK PLC,NARABARI,135281602,DINAJPUR
5022,JANATA BANK PLC,NARAIL,135650646,NARAIL
5023,JANATA BANK PLC,NARANDIA,135931752,TANGAIL
5024,JANATA BANK PLC,NARAYANKHOLA,135890464,SHERPUR
5025,JANATA BANK PLC,NARIA,135820584,RAJBARI
5026,JANATA BANK PLC,NARINDA ROAD,135274635,DHAKA-SOUTH
5027,JANATA BANK PLC,NARSHINGDI(MAIN),135680887,NARSHINGDI
5028,JANATA BANK PLC,NATORE ACADEMY,135691126,NATORE
5029,JANATA BANK PLC,NATORE(MAIN),135691184,NATORE
5030,JANATA BANK PLC,NATUN BAZAR,135131486,CHANDPUR
5031,JANATA BANK PLC,NAVARAN,135411601,JESSORE
5032,JANATA BANK PLC,NAWAB ABDUL GANI ROAD,135270042,DHAKA-SOUTH
5033,JANATA BANK PLC,NAWABGANJ,135274693,DHAKA-SOUTH
5034,JANATA BANK PLC,NAWABPUR ROAD CORPORATE,135274785,DHAKA-SOUTH
5035,JANATA BANK PLC,NAYABANDAR,135900796,SUNAMGANJ
5036,JANATA BANK PLC,NAYAPARA,135361214,HABIGANJ
5037,JANATA BANK PLC,NAYARHAT,135263462,DHAKA-NORTH
5038,JANATA BANK PLC,NAZIMUDDIN ROAD,135274930,DHAKA-SOUTH
5039,JANATA BANK PLC,NAZIPUR,135641242,NAOGAON
5040,JANATA BANK PLC,NAZIR HAT,135155596,CHITTAGONG
5041,JANATA BANK PLC,NEAMATPUR,135641271,NAOGAON
5042,JANATA BANK PLC,NETAIGANJ,135671270,NARAYANGANJ
5043,JANATA BANK PLC,NETROKONA(MAIN),135720763,NETROKONA
5044,JANATA BANK PLC,NEW MARKET,135155659,CHITTAGONG
5045,JANATA BANK PLC,NEW MARKET,135263525,DHAKA-NORTH
5046,JANATA BANK PLC,NIAZPARK,135121454,BRAHMANBARIA
5047,JANATA BANK PLC,NILPHAMARI,135730737,NILPHAMARI
5048,JANATA BANK PLC,NISCHINTAPUR,135641305,NAOGAON
5049,JANATA BANK PLC,NITHPUR,135641334,NAOGAON
5050,JANATA BANK PLC,NOAHATA,135810523,RAJSHAHI
5051,JANATA BANK PLC,NOAPARA,135411630,JESSORE
5052,JANATA BANK PLC,NOHATA,135550733,MAGURA
5053,JANATA BANK PLC,NOOR NAGAR,135472024,KHULNA
5054,JANATA BANK PLC,NOWDAPARA,135811669,RAJSHAHI
5055,JANATA BANK PLC,NRB,135275126,DHAKA-SOUTH
5056,JANATA BANK PLC,NURPUR,135761751,PABNA
5057,JANATA BANK PLC,NUTAN BAZAR,135611964,MYMENSINGH
5058,JANATA BANK PLC,NUTAN BAZAR,135061543,BARISHAL
5059,JANATA BANK PLC,NUTUN BAZAR,135781007,PATUAKHALI
5060,JANATA BANK PLC,OLAMA BAZAR,135301216,FENI
5061,JANATA BANK PLC,OPEN UNIVERSITY,135331181,GAZIPUR
5062,JANATA BANK PLC,OSKHALI,135751758,NOAKHALI
5063,JANATA BANK PLC,PABNA BAZAR,135761814,PABNA
5064,JANATA BANK PLC,PABNA CORPORATE,135761872,PABNA
5065,JANATA BANK PLC,PABNA UNIVERSITY OF SCIENCE AND TECHNOLOGY,135760149,PABNA
5066,JANATA BANK PLC,PADRISHIBPUR,135061572,BARISHAL
5067,JANATA BANK PLC,PADUA,135155891,CHITTAGONG
5068,JANATA BANK PLC,PAGLA BAZAR,135671333,NARAYANGANJ
5069,JANATA BANK PLC,PAGLAPIR BAZAR,135851216,RANGPUR
5070,JANATA BANK PLC,PAHARTALI,135155925,CHITTAGONG
5071,JANATA BANK PLC,PAIKGACHA,135472082,KHULNA
5072,JANATA BANK PLC,PAIKSA,135931828,TANGAIL
5073,JANATA BANK PLC,PAKSEY,135761906,PABNA
5074,JANATA BANK PLC,PAKUNDIA,135481060,KISHOREGANJ
5075,JANATA BANK PLC,PALAKHAL,135131602,CHANDPUR
5076,JANATA BANK PLC,PALASH,135680911,NARSHINGDI
5077,JANATA BANK PLC,PALASHBARI,135321096,GAIBANDHA
5078,JANATA BANK PLC,PANAMNAGAR,135671362,NARAYANGANJ
5079,JANATA BANK PLC,PANCHAGARH,135770555,PANCHAGARH
5080,JANATA BANK PLC,PANCHBIBI,135380679,JOYPURHAT
5081,JANATA BANK PLC,PANGSHA,135820676,RAJBARI
5082,JANATA BANK PLC,PARBATIPUR,135281815,DINAJPUR
5083,JANATA BANK PLC,PARSHURAM,135301274,FENI
5084,JANATA BANK PLC,PATAR HAT,135061635,BARISHAL
5085,JANATA BANK PLC,PATGRAM,135520589,LALMONIRHAT
5086,JANATA BANK PLC,PATHARGHATA,135931936,TANGAIL
5087,JANATA BANK PLC,PATIYA,135156166,CHITTAGONG
5088,JANATA BANK PLC,PATKELGHATA,135871038,SATKHIRA
5089,JANATA BANK PLC,PATUAKHALI(MAIN),135781157,PATUAKHALI
5090,JANATA BANK PLC,PATUAPARA,135691276,NATORE
5091,JANATA BANK PLC,PAYERKHOLA,135193495,COMILLA
5092,JANATA BANK PLC,PEKUYA,135220821,COXS BAZAR
5093,JANATA BANK PLC,PESKERHAT,135751811,NOAKHALI
5094,JANATA BANK PLC,PHATTAKATA,135641484,NAOGAON
5095,JANATA BANK PLC,PHULBARI BAZAR,135281907,DINAJPUR
5096,JANATA BANK PLC,PIRGANJ,135851366,RANGPUR
5097,JANATA BANK PLC,PIRGONJ BAZAR,135940798,THAKURGAON
5098,JANATA BANK PLC,PIROJPUR,135790764,PIROJPUR
5099,JANATA BANK PLC,POLLY BIDDUTAION BOARD,135263675,DHAKA-NORTH
5100,JANATA BANK PLC,POMRA,135156195,CHITTAGONG
5101,JANATA BANK PLC,PORABARI BAZAR,135331244,GAZIPUR
5102,JANATA BANK PLC,PORT CORPORATE,135156287,CHITTAGONG
5103,JANATA BANK PLC,PORT ROAD,135061664,BARISHAL
5104,JANATA BANK PLC,POSTA,135275292,DHAKA-SOUTH
5105,JANATA BANK PLC,POSTAGOLA,135275326,DHAKA-SOUTH
5106,JANATA BANK PLC,POTENGA ROAD,135156311,CHITTAGONG
5107,JANATA BANK PLC,PREMTALI,135811814,RAJSHAHI
5108,JANATA BANK PLC,PULHAT,135281936,DINAJPUR
5109,JANATA BANK PLC,PURANA PALTAN,135275384,DHAKA-SOUTH
5110,JANATA BANK PLC,PUTHIA,135811843,RAJSHAHI
5111,JANATA BANK PLC,PUTIKHALI,135011151,BAGERHAT
5112,JANATA BANK PLC,RAGDHI,135350917,GOPALGANJ
5113,JANATA BANK PLC,RAIGANJ,135490556,KURIGRAM
5114,JANATA BANK PLC,RAIL BAZAR,135180224,CHUADANGA
5115,JANATA BANK PLC,RAIL ROAD,135011180,BAGERHAT
5116,JANATA BANK PLC,RAIPUR,135510973,LAKSHMIPUR
5117,JANATA BANK PLC,RAJ FRULBARIA,135263859,DHAKA-NORTH
5118,JANATA BANK PLC,RAJABARIHAT,135811906,RAJSHAHI
5119,JANATA BANK PLC,RAJANI GANDA SUPER MARKET,135263888,DHAKA-NORTH
5120,JANATA BANK PLC,RAJAPUR,135301308,FENI
5121,JANATA BANK PLC,RAJAPUR,135550791,MAGURA
5122,JANATA BANK PLC,RAJAPUR BAZAR,135691397,NATORE
5123,JANATA BANK PLC,RAJAR HAT,135501429,KUSHTIA
5124,JANATA BANK PLC,RAJARBAGH CORPORATE,135275568,DHAKA-SOUTH
5125,JANATA BANK PLC,RAJBARI(MAIN),135820797,RAJBARI
5126,JANATA BANK PLC,RAJNAGAR,135581399,MOULVI BAZAR
5127,JANATA BANK PLC,RAJSHAHI CORPORATE,135812026,RAJSHAHI
5128,JANATA BANK PLC,RAJUK BHABAN CORPORATE,135275650,DHAKA-SOUTH
5129,JANATA BANK PLC,RAM CHANDRA ROY STREET,135501458,KUSHTIA
5130,JANATA BANK PLC,RAMCHANDRAPUR,135193640,COMILLA
5131,JANATA BANK PLC,RAMGANJ,135511035,LAKSHMIPUR
5132,JANATA BANK PLC,RAMGANJ,135730766,NILPHAMARI
5133,JANATA BANK PLC,RAMKRISNAPUR,135193679,COMILLA
5134,JANATA BANK PLC,RAMNA CORPORATE,135275713,DHAKA-SOUTH
5135,JANATA BANK PLC,RAMPAL,135011214,BAGERHAT
5136,JANATA BANK PLC,RAMPURA,135275742,DHAKA-SOUTH
5137,JANATA BANK PLC,RAMU,135220850,COXS BAZAR
5138,JANATA BANK PLC,RANDHUNIBARI,135881723,SIRAJGANJ
5139,JANATA BANK PLC,RANGPUR COPORATE,135851511,RANGPUR
5140,JANATA BANK PLC,RANI BAZAR,135812147,RAJSHAHI
5141,JANATA BANK PLC,RANIGANJ BAZAR,135900941,SUNAMGANJ
5142,JANATA BANK PLC,RANIHATI,135700859,NAWABGANJ
5143,JANATA BANK PLC,RANIRHAT,135102352,BOGRA
5144,JANATA BANK PLC,RANISANKAIL,135940822,THAKURGAON
